2025-06-27 13:00:53.075 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Hetlioz
2025-06-27 13:53:35.994 | INFO     | adapters.download_file:download_pdf:92 - Downloading 10/28 : Vafseo
2025-06-27 13:53:36.031 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vafseo. Retrying...(1/5)
2025-06-27 13:53:36.640 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Pergoveris. Retrying...(4/5)
2025-06-27 13:53:40.689 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Pergoveris. Retrying...(5/5)
2025-06-27 13:53:41.935 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Sialanar. Retrying...(4/5)
2025-06-27 13:53:42.699 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Pergoveris
2025-06-27 13:53:42.705 | INFO     | adapters.download_file:download_pdf:92 - Downloading 11/28 : Lopinavir-ritonavir-viatris
2025-06-27 13:53:42.710 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Qoyvolma
2025-06-27 13:53:42.716 | INFO     | adapters.download_file:download_pdf:92 - Downloading 12/28 : Dimethyl-fumarate-accord
2025-06-27 13:53:42.739 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Lopinavir-ritonavir-viatris. Retrying...(1/5)
2025-06-27 13:53:42.767 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Dimethyl-fumarate-accord. Retrying...(1/5)
2025-06-27 13:53:45.792 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Lopinavir-ritonavir-viatris. Retrying...(2/5)
2025-06-27 13:53:45.975 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Sialanar. Retrying...(5/5)
2025-06-27 13:53:47.343 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Rasagiline-ratiopharm. Retrying...(5/5)
2025-06-27 13:53:47.984 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Sialanar
2025-06-27 13:53:47.990 | INFO     | adapters.download_file:download_pdf:92 - Downloading 13/28 : Armisarte
2025-06-27 13:53:48.024 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Armisarte. Retrying...(1/5)
2025-06-27 13:53:49.077 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vafseo. Retrying...(2/5)
2025-06-27 13:53:50.817 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Dimethyl-fumarate-accord. Retrying...(2/5)
2025-06-27 13:53:51.356 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Rasagiline-ratiopharm
2025-06-27 13:53:51.361 | INFO     | adapters.download_file:download_pdf:92 - Downloading 14/28 : Alkindi
2025-06-27 13:53:51.399 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Alkindi. Retrying...(1/5)
2025-06-27 13:53:53.654 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Alkindi
2025-06-27 13:53:53.655 | INFO     | adapters.download_file:download_pdf:92 - Downloading 15/28 : Cinacalcet-viatris
2025-06-27 13:53:53.694 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Cinacalcet-viatris. Retrying...(1/5)
2025-06-27 13:53:54.060 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Armisarte. Retrying...(2/5)
2025-06-27 13:53:58.998 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Lopinavir-ritonavir-viatris
2025-06-27 13:53:58.999 | INFO     | adapters.download_file:download_pdf:92 - Downloading 16/28 : Posaconazole-ahcl
2025-06-27 13:53:59.053 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Posaconazole-ahcl. Retrying...(1/5)
2025-06-27 13:53:59.098 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Armisarte. Retrying...(3/5)
2025-06-27 13:54:01.099 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Posaconazole-ahcl. Retrying...(2/5)
2025-06-27 13:54:02.766 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Cinacalcet-viatris. Retrying...(2/5)
2025-06-27 13:54:04.141 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vafseo. Retrying...(3/5)
2025-06-27 13:54:04.143 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Posaconazole-ahcl. Retrying...(3/5)
2025-06-27 13:54:05.190 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Posaconazole-ahcl. Retrying...(4/5)
2025-06-27 13:54:05.870 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Dimethyl-fumarate-accord. Retrying...(3/5)
2025-06-27 13:54:11.823 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Cinacalcet-viatris. Retrying...(3/5)
2025-06-27 13:54:14.141 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Armisarte. Retrying...(4/5)
2025-06-27 13:54:14.363 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Posaconazole-ahcl
2025-06-27 13:54:14.364 | INFO     | adapters.download_file:download_pdf:92 - Downloading 17/28 : Naglazyme
2025-06-27 13:54:14.423 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Naglazyme. Retrying...(1/5)
2025-06-27 13:54:14.945 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Dimethyl-fumarate-accord. Retrying...(4/5)
2025-06-27 13:54:17.191 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vafseo. Retrying...(4/5)
2025-06-27 13:54:19.991 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Cinacalcet-viatris
2025-06-27 13:54:19.992 | INFO     | adapters.download_file:download_pdf:92 - Downloading 18/28 : Alli
2025-06-27 13:54:20.029 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Alli. Retrying...(1/5)
2025-06-27 13:54:21.201 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Armisarte. Retrying...(5/5)
2025-06-27 13:54:21.474 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Naglazyme. Retrying...(2/5)
2025-06-27 13:54:22.530 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Naglazyme. Retrying...(3/5)
2025-06-27 13:54:23.236 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vafseo. Retrying...(5/5)
2025-06-27 13:54:24.004 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Dimethyl-fumarate-accord. Retrying...(5/5)
2025-06-27 13:54:26.076 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Alli. Retrying...(2/5)
2025-06-27 13:54:27.215 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Armisarte
2025-06-27 13:54:27.221 | INFO     | adapters.download_file:download_pdf:92 - Downloading 19/28 : Fingolimod-mylan
2025-06-27 13:54:27.256 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Fingolimod-mylan. Retrying...(1/5)
2025-06-27 13:54:30.010 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Dimethyl-fumarate-accord
2025-06-27 13:54:30.017 | INFO     | adapters.download_file:download_pdf:92 - Downloading 20/28 : Vemlidy
2025-06-27 13:54:30.053 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vemlidy. Retrying...(1/5)
2025-06-27 13:54:34.121 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Alli. Retrying...(3/5)
2025-06-27 13:54:34.419 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Fingolimod-mylan
2025-06-27 13:54:34.420 | INFO     | adapters.download_file:download_pdf:92 - Downloading 21/28 : Fabrazyme
2025-06-27 13:54:34.472 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Fabrazyme. Retrying...(1/5)
2025-06-27 13:54:35.584 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Naglazyme. Retrying...(4/5)
2025-06-27 13:54:37.241 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Vafseo
2025-06-27 13:54:37.247 | INFO     | adapters.download_file:download_pdf:92 - Downloading 22/28 : Toujeo
2025-06-27 13:54:37.284 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Toujeo. Retrying...(1/5)
2025-06-27 13:54:40.510 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Fabrazyme. Retrying...(2/5)
2025-06-27 13:54:42.547 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Fabrazyme. Retrying...(3/5)
2025-06-27 13:54:43.092 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vemlidy. Retrying...(2/5)
2025-06-27 13:54:46.651 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Naglazyme. Retrying...(5/5)
2025-06-27 13:54:48.374 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Alli
2025-06-27 13:54:48.375 | INFO     | adapters.download_file:download_pdf:92 - Downloading 23/28 : Granupas
2025-06-27 13:54:48.416 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Granupas. Retrying...(1/5)
2025-06-27 13:54:48.654 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Naglazyme
2025-06-27 13:54:48.660 | INFO     | adapters.download_file:download_pdf:92 - Downloading 24/28 : Palynziq
2025-06-27 13:54:48.699 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Palynziq. Retrying...(1/5)
2025-06-27 13:54:50.336 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Toujeo. Retrying...(2/5)
2025-06-27 13:54:51.465 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Granupas. Retrying...(2/5)
2025-06-27 13:54:52.595 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Fabrazyme. Retrying...(4/5)
2025-06-27 13:54:53.144 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vemlidy. Retrying...(3/5)
2025-06-27 13:54:53.645 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Fabrazyme. Retrying...(5/5)
2025-06-27 13:54:53.760 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Palynziq. Retrying...(2/5)
2025-06-27 13:54:54.660 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Fabrazyme
2025-06-27 13:54:54.666 | INFO     | adapters.download_file:download_pdf:92 - Downloading 25/28 : Eporatio
2025-06-27 13:54:54.704 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Eporatio. Retrying...(1/5)
2025-06-27 13:54:55.748 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Eporatio. Retrying...(2/5)
2025-06-27 13:54:58.804 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Palynziq. Retrying...(3/5)
2025-06-27 13:54:59.513 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Granupas. Retrying...(3/5)
2025-06-27 13:55:05.201 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vemlidy. Retrying...(4/5)
2025-06-27 13:55:05.393 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Toujeo. Retrying...(3/5)
2025-06-27 13:55:07.070 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Palynziq
2025-06-27 13:55:07.071 | INFO     | adapters.download_file:download_pdf:92 - Downloading 26/28 : Epclusa
2025-06-27 13:55:07.106 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Epclusa. Retrying...(1/5)
2025-06-27 13:55:08.438 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Toujeo. Retrying...(4/5)
2025-06-27 13:55:08.783 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Eporatio. Retrying...(3/5)
2025-06-27 13:55:09.146 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Epclusa. Retrying...(2/5)
2025-06-27 13:55:14.442 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Epclusa
2025-06-27 13:55:14.443 | INFO     | adapters.download_file:download_pdf:92 - Downloading 27/28 : Levetiracetam-ratiopharm
2025-06-27 13:55:14.477 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Levetiracetam-ratiopharm. Retrying...(1/5)
2025-06-27 13:55:14.553 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Granupas. Retrying...(4/5)
2025-06-27 13:55:15.827 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Eporatio. Retrying...(4/5)
2025-06-27 13:55:17.239 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vemlidy. Retrying...(5/5)
2025-06-27 13:55:17.524 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Levetiracetam-ratiopharm. Retrying...(2/5)
2025-06-27 13:55:17.865 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Eporatio. Retrying...(5/5)
2025-06-27 13:55:19.595 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Granupas. Retrying...(5/5)
2025-06-27 13:55:21.598 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Granupas
2025-06-27 13:55:21.604 | INFO     | adapters.download_file:download_pdf:92 - Downloading 28/28 : Ferriprox
2025-06-27 13:55:21.649 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Ferriprox. Retrying...(1/5)
2025-06-27 13:55:22.480 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Toujeo. Retrying...(5/5)
2025-06-27 13:55:24.876 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Eporatio
2025-06-27 13:55:25.589 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Levetiracetam-ratiopharm. Retrying...(3/5)
2025-06-27 13:55:28.247 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Vemlidy
2025-06-27 13:55:34.889 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Ferriprox
2025-06-27 13:55:37.481 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Toujeo
2025-06-27 13:55:38.867 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Levetiracetam-ratiopharm
2025-06-27 13:55:38.873 | INFO     | adapters.download_file:retry_failed_downloads:200 - 14 files remain to be downloaded.
2025-06-27 13:55:38.873 | INFO     | adapters.download_file:download_files:239 - Retrying failed files...
2025-06-27 13:55:38.891 | INFO     | adapters.download_file:download_pdf:92 - Downloading 1/14 : Pergoveris
2025-06-27 13:55:38.891 | INFO     | adapters.download_file:download_pdf:92 - Downloading 2/14 : Baiama
2025-06-27 13:55:38.892 | INFO     | adapters.download_file:download_pdf:92 - Downloading 3/14 : Qoyvolma
2025-06-27 13:55:38.892 | INFO     | adapters.download_file:download_pdf:92 - Downloading 4/14 : Sialanar
2025-06-27 13:55:38.892 | INFO     | adapters.download_file:download_pdf:92 - Downloading 5/14 : Rasagiline-ratiopharm
2025-06-27 13:55:38.986 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Sialanar. Retrying...(1/5)
2025-06-27 13:55:38.988 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Baiama. Retrying...(1/5)
